title,authors,year,journal,doi,abstract,keywords
State-of-the-Art Flocking Strategies for the Collective Motion of Multi-Robots,"Ali, ZA; Alkhammash, EH; Hasan, R",2024,MACHINES,10.3390/machines12100739,,
Extended Kalman Filter Based Path-Planning Algorithm for Autonomous Vehicles with I2V Communication,"Perumal, DG; Subathra, B; Saravanakumar, G; Srinivasan, S",2016,IFAC PAPERSONLINE,10.1016/j.ifacol.2016.03.130,,
5th Workshop on Adapted intEraction with SociAl Robots,"De Carolis, B; Gena, C; Lieto, A; Rossi, S; Sciutti, A",2024,"ADJUNCT PROCEEDINGS OF THE 32ND ACM CONFERENCE ON USER MODELING, ADAPTATION AND PERSONALIZATION, UMAP 2024",10.1145/3631700.3658525,,
Orchestrating Method Ensembles to Adapt to Resource Requirements and Constraints During Robotic Task Execution,"Lay, FS; Dömel, A; Lii, NY; Stulp, F",2025,IEEE ROBOTICS AND AUTOMATION LETTERS,10.1109/lra.2024.3518077,,
Client-server-based mobile robot control,"Kubitz, O; Berger, MO; Stenzel, R",1998,IEEE-ASME TRANSACTIONS ON MECHATRONICS,10.1109/3516.686675,,
A Flexible Robotic Depalletizing System for Supermarket Logistics,"Caccavale, R; Arpenti, P; Paduano, G; Fontanelli, GA; Lippiello, V; Luigi, V; Siciliano, B",2020,IEEE ROBOTICS AND AUTOMATION LETTERS,10.1109/lra.2020.3000427,,
Reactive layer control architecture for autonomous mobile robots,"Jeon, SY; Kim, HJ; Hong, KS; Kim, BK",2005,"ICMIT 2005: CONTROL SYSTEMS AND ROBOTICS, PTS 1 AND 2",10.1117/12.664778,,
Convergence Analysis of Hybrid Control Systems in the Form of Backward Chained Behavior Trees,"Ögren, P",2020,IEEE ROBOTICS AND AUTOMATION LETTERS,10.1109/lra.2020.3010747,,
Bio-inspired robot swarm path formation with local sensor scope,"Zhao, YH; Qu, ZS; Liu, HC; Zhu, RW",2023,APPLIED INTELLIGENCE,10.1007/s10489-022-04356-9,,
Shared Intelligence for Robot Teleoperation via BMI,"Beraldo, G; Tonin, L; Millán, JD; Menegatti, E",2022,IEEE TRANSACTIONS ON HUMAN-MACHINE SYSTEMS,10.1109/thms.2021.3137035,,
VISUALLY GUIDED STABLE GRASPING WITH A MULTIFINGERED ROBOT HAND - A BEHAVIOR-BASED APPROACH,"MURPHY, TG; LYONS, DM; HENDRIKS, AJ",1993,INTELLIGENT ROBOTS AND COMPUTER VISION XII : ACTIVE VISION AND 3D METHODS,10.1117/12.150204,,
Neuromodulation as a Robot Controller A Brain-Inspired Strategy for Controlling Autonomous Robots,"Cox, BR; Krichmar, JL",2009,IEEE ROBOTICS & AUTOMATION MAGAZINE,10.1109/mra.2009.933628,,
Plan execution based on active perception: Adding hints to plans,"Schneider-Fontán, M",1999,AUTONOMOUS ROBOTS,10.1023/a:1008872509483,,
Hybrid Path Planning Algorithm Based on Membrane Pseudo-Bacterial Potential Field for Autonomous Mobile Robots,"Orozco-Rosas, U; Picos, K; Montiel, O",2019,IEEE ACCESS,10.1109/access.2019.2949835,,
The dynamic approach to autonomous robotics demonstrated on a low-level vehicle platform,"Bicho, E; Schoner, G",1997,ROBOTICS AND AUTONOMOUS SYSTEMS,10.1016/s0921-8890(97)00004-3,,
Hey Robot! Personalizing Robot Navigation through Model Predictive Control with a Large Language Model,"Martinez-Baselga, D; de Groot, O; Knoedler, L; Alonso-Mora, J; Riazuelo, L; Montano, L",2025,2025 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA),10.1109/icra55743.2025.11128826,,
Handling Concurrency in Behavior Trees,"Colledanchise, M; Natale, L",2022,IEEE TRANSACTIONS ON ROBOTICS,10.1109/tro.2021.3125863,,
RobChair -: A powered wheelchair using a behaviour-based navigation,"Pires, G; Araújo, R; Nunes, U; de Almeida, AT",1998,1998 5TH INTERNATIONAL WORKSHOP ON ADVANCED MOTION CONTROL - PROCEEDINGS: AMC '98 - COIMBRA,10.1109/amc.1998.743593,,
Hierarchical Voronoi Graphs Spatial Representation and Reasoning for Mobile Robots Introduction,"Wallgrün, JO",2010,HIERARCHICAL VORONOI GRAPHS: SPATIAL REPRESENTATION AND REASONING FOR MOBILE ROBOTS,10.1007/978-3-642-10345-2_1,,
Optimal selection of uncertain actions by maximizing expected utility,"Rosenblatt, JK",2000,AUTONOMOUS ROBOTS,10.1023/a:1008916000526,,
Exploration tuned reinforcement function,"Santos, JM; Touzet, C",1999,NEUROCOMPUTING,10.1016/s0925-2312(98)00117-9,,
Dynamic update of the reinforcement function during learning,"Santos, JM; Touzet, C",1999,CONNECTION SCIENCE,10.1080/095400999116250,,
Finding and transferring policies using stored behaviors,"Stolle, M; Atkeson, C",2010,AUTONOMOUS ROBOTS,10.1007/s10514-010-9191-2,,
Controlling underwater robots with electronic nervous systems,"Ayers, J; Rulkov, N; Knudsen, D; Kim, YB; Volkovskii, A; Selverston, A",2010,APPLIED BIONICS AND BIOMECHANICS,10.1080/11762320903244843,,
Formal Performance Guarantees for Behavior-based Localization Missions,"Lyons, DM; Arkin, RC; Jiang, S; O'Brien, M; Tang, F; Tang, P",2016,2016 IEEE 28TH INTERNATIONAL CONFERENCE ON TOOLS WITH ARTIFICIAL INTELLIGENCE (ICTAI 2016),10.1109/ictai.2016.22,,
Behavior arbitration using a fuzzy reinforcement learning approach,"Tehrani, AM; Kamel, MS",2005,INTELLIGENT AUTOMATION AND SOFT COMPUTING,10.1080/10798587.2005.10642903,,
Disentangled Neural Relational Inference for Interpretable Motion Prediction,"Dax, VM; Li, JC; Sachdeva, E; Agarwal, N; Kochenderfer, MJ",2024,IEEE ROBOTICS AND AUTOMATION LETTERS,10.1109/lra.2023.3342554,,
Interpretable Run-Time Prediction and Planning in Co-Robotic Environments,"Peddi, R; Bezzo, N",2021,2021 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS),10.1109/iros51168.2021.9636282,,
Keep Your Mask On: The Benefits of Masking for Behavior and the Contributions of Aging and Disease on Dysfunctional Masking Pathways,"Gall, AJ; Shuboni-Mulligan, DD",2022,FRONTIERS IN NEUROSCIENCE,10.3389/fnins.2022.911153,,
Self-Organized Aggregation Behavior Based on Virtual Expectation of Individuals with Wave-Based Communication,"Luan, PG; Thinh, NT",2023,ELECTRONICS,10.3390/electronics12102220,,
Neural network system for purposeful behavior based on foveal visual preprocessor,"Golovan, AV; Shevtsova, NA; Klepatch, A",1996,"INTELLIGENT ROBOTS AND COMPUTER VISION XV: ALGORITHMS, TECHNIQUES, ACTIVE VISION, AND MATERIALS HANDLING",10.1117/12.256283,,
From network-to-antibody robustness in a bio-inspired immune system,"Fernandez-Leon, JA; Acosta, GG; Mayosky, MA",2011,BIOSYSTEMS,10.1016/j.biosystems.2011.01.007,,
Application of the utility function method for behavioral organization in a locomotion task,"Pettersson, J; Wahde, M",2005,IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,10.1109/tevc.2005.850262,,
Cognitive task analysis:: a proposal to model reactive behaviours,"Laureano-Cruces, AL; De Arriaga-Gómez, F; Sánchez, MGA",2001,JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,10.1080/09528130110063092,,
A Behavior-based Policy for Multirobot Formation Control,"Dong, J; Chen, HT; Liu, S",2012,"ADVANCES IN MANUFACTURING TECHNOLOGY, PTS 1-4",10.4028/www.scientific.net/amm.220-223.1181,,
Inferring Private User Behaviour Based on Information Leakage,"Ambassa, PL; Kayem, AVDM; Wolthusen, SD; Meinel, C",2018,SMART MICRO-GRID SYSTEMS SECURITY AND PRIVACY,10.1007/978-3-319-91427-5_7,,
Ant-Based Multi-Robot Exploration in Non-Convex Space without Global-Connectivity Constraints,"Cardona, GA; Yanguas-Rojas, D; Arevalo-Castiblanco, MF; Mojica-Nava, E",2019,2019 18TH EUROPEAN CONTROL CONFERENCE (ECC),10.23919/ecc.2019.8796034,,
A semi-autonomous reactive control architecture,"Tahboub, KA",2001,JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,10.1023/a:1014295529170,,
Context-dependent DNA coding with redundancy and introns,"Xiao, P; Vadakkepat, P; Lee, TH",2008,IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS,10.1109/tsmcb.2007.912741,,
Evolving genetic programming classifiers with novelty search,"Naredo, E; Trujillo, L; Legrand, P; Silva, S; Muñoz, L",2016,INFORMATION SCIENCES,10.1016/j.ins.2016.06.044,,
Turing patterns in RD-CNNS for the emergence of perceptual states in roving robots,"Arena, P; Fortuna, L; Frasca, M; Lombardo, D; Patané, L; Crucitti, P",2007,INTERNATIONAL JOURNAL OF BIFURCATION AND CHAOS,10.1142/s0218127407017203,,
A neuroplasticity-inspired neural circuit for acoustic navigation with obstacle avoidance that learns smooth motion paths,"Shaikh, D; Manoonpong, P",2019,NEURAL COMPUTING & APPLICATIONS,10.1007/s00521-018-3845-y,,
Standing Mobility Device With Passive Lower Limb Exoskeleton for Upright Locomotion,"Eguchi, Y; Kadone, H; Suzuki, K",2018,IEEE-ASME TRANSACTIONS ON MECHATRONICS,10.1109/tmech.2018.2799865,,
Human behavior based predictive brake assistance,"McCall, JC; Trivedi, MM",2006,2006 IEEE INTELLIGENT VEHICLES SYMPOSIUM,10.1109/ivs.2006.1689597,,
Random walk system's behavior based on record function,"Amarie, D; Oprisan, SA; Ignat, M",1999,PHYSICS LETTERS A,10.1016/s0375-9601(99)00053-5,,
Different learning methodologies for vision-based navigation behaviors,"Cicirelli, G; D'Orazio, T; Distante, A",2005,INTERNATIONAL JOURNAL OF PATTERN RECOGNITION AND ARTIFICIAL INTELLIGENCE,10.1142/s021800140500440x,,
Socially-Compatible Behavior Design of Autonomous Vehicles With Verification on Real Human Data,"Wang, LT; Sun, LT; Tomizuka, M; Zhan, W",2021,IEEE ROBOTICS AND AUTOMATION LETTERS,10.1109/lra.2021.3061350,,
A BEHAVIOR-BASED SYSTEM FOR OFF-ROAD NAVIGATION,"LANGER, D; ROSENBLATT, JK; HEBERT, M",1994,IEEE TRANSACTIONS ON ROBOTICS AND AUTOMATION,10.1109/70.338532,,
Cooperative behavior based on a subjective map with shared information in a dynamic environment,"Mitsunaga, N; Izumi, T; Asada, M",2005,ADVANCED ROBOTICS,10.1163/1568553053148637,,
'Happy failures': Experimentation with behaviour-based personalisation in car insurance,"Meyers, G; Van Hoyweghen, I",2020,BIG DATA & SOCIETY,10.1177/2053951720914650,,
Versatile responses beyond photomechanical behavior based on dynamic molecular crystals,"Tong, F; Sun, YB; Chen, L; Lin, HY",2025,CRYSTENGCOMM,10.1039/d5ce00397k,,
Architecture and applications of the Bremen Autonomous Wheelchair,"Röfer, T; Lankenau, A",2000,INFORMATION SCIENCES,10.1016/s0020-0255(00)00020-7,,
Multiple Autonomous Robotic Fish Collaboration,"Xie, GM; Wang, L; Hu, YH",2015,ROBOT FISH: BIO-INSPIRED FISHLIKE UNDERWATER ROBOTS,10.1007/978-3-662-46870-8_11,,
The Effect of Asset Degradation on Trust in Swarms: A Reexamination of System-Wide Trust in Human-Swarm Interaction,"Capiola, A; Hamdan, IA; Lyons, JB; Lewis, M; Alarcon, GM; Sycara, K",2024,HUMAN FACTORS,10.1177/00187208221145261,,
Visual task identification and characterization using polynomial models,"Akanyeti, O; Kyriacou, T; Nehmow, U; Iglesias, R; Billings, SA",2007,ROBOTICS AND AUTONOMOUS SYSTEMS,10.1016/j.robot.2007.05.016,,
Analysis of Behaviors that Promote New Participation Based on Body Torque of Others in Robot-Human Interactions,"Takagi, K; Sakamoto, T; Ichikawa, J; Takeuchi, Y",2023,"PROCEEDINGS OF THE 11TH CONFERENCE ON HUMAN-AGENT INTERACTION, HAI 2023",10.1145/3623809.3623845,,
Electric Modulation of Extraordinary Optical Transmission Behavior Based on Graphene Metasurface,"Zhang, YJ; Cai, WQ; Pang, XY",2024,"2024 IEEE 10TH INTERNATIONAL SYMPOSIUM ON MICROWAVE, ANTENNA, PROPAGATION AND EMC TECHNOLOGIES FOR WIRELESS COMMUNICATIONS, MAPE 2024",10.1109/mape62875.2024.10813778,,
Behaviour-based modelling of hexapod locomotion: linking biology and technical application,"Dürr, V; Schmitz, J; Cruse, H",2004,ARTHROPOD STRUCTURE & DEVELOPMENT,10.1016/j.asd.2004.05.004,,
Evaluation of the Cyber-Physical System State Under Destructive Impact Conditions Based on a Comprehensive Analysis of Parameters,"Mogilny, A; Basan, E; Nekrasov, A",2025,ROBOTICS,10.3390/robotics14010006,,
Sensor fusion for mobile robot navigation,"Kam, M; Zhu, XX; Kalata, P",1997,PROCEEDINGS OF THE IEEE,10.1109/jproc.1997.554212,,
Model-based learning for mobile robot navigation from the dynamical systems perspective,"Tani, J",1996,IEEE TRANSACTIONS ON SYSTEMS MAN AND CYBERNETICS PART B-CYBERNETICS,10.1109/3477.499793,,
A Sequential Composition Framework for Coordinating Multirobot Behaviors,"Pierpaoli, P; Li, AQ; Srinivasan, M; Cai, XY; Coogan, S; Egerstedt, M",2021,IEEE TRANSACTIONS ON ROBOTICS,10.1109/tro.2020.3036628,,
3D-Printed Mechano-Optic Force Sensor for Soft Robotic Gripper Enabled by Programmable Structural Metamaterials,"Hegde, C; Mysa, RC; Chooi, A; Dontu, S; Tan, JMR; Wong, LH; Alvarado, PVY; Magdassi, S",2024,ADVANCED INTELLIGENT SYSTEMS,10.1002/aisy.202400057,,
SIMULATING RE-CONFIGURABLE MULTI-ROVERS FOR PLANETARY EXPLORATION USING BEHAVIOR-BASED ONTOLOGY,"Jose, J; Singh, D; Patel, A; Hayatnagarkar, HG",2020,2020 WINTER SIMULATION CONFERENCE (WSC),10.1109/wsc48552.2020.9383998,,
Emergence of longitudinal queue behavior based on topological interaction and asynchronous dynamics,"Kong, DC; Xue, K; Wang, P; Xu, ZY; Huang, ZQ",2026,JOURNAL OF THEORETICAL BIOLOGY,10.1016/j.jtbi.2025.112318,,
Analysis of CGF Entity's Behavior Based on Personality Characteristics,"Wen, CH; Du, W; Zhu, J; Zhang, GN; Shen, SL",2017,"2017 2ND INTERNATIONAL CONFERENCE ON CYBERNETICS, ROBOTICS AND CONTROL (CRC 2017)",10.1109/crc.2017.26,,
Behavior-Based Machine Learning Approaches to Identify State-Sponsored Trolls on Twitter,"Alhazbi, S",2020,IEEE ACCESS,10.1109/access.2020.3033666,,
Generalization of pain-related avoidance behavior based on de novo categorical knowledge,"Glogan, E; Gatzounis, R; Bennett, MP; Holthausen, K; Meulders, A",2023,PAIN,10.1097/j.pain.0000000000002786,,
Planning Under Non-Rational Perception of Uncertain Spatial Costs,"Suresh, A; Martínez, S",2021,IEEE ROBOTICS AND AUTOMATION LETTERS,10.1109/lra.2021.3067272,,
Fifty Years of AI: From Symbols to Embodiment - and Back,"Steels, L",2007,50 YEARS OF ARTIFICIAL INTELLIGENCE: ESSAYS DEDICATED TO THE 50TH ANNIVERSARY OF ARTIFICIAL INTELLIGENCE,10.1007/978-3-540-77296-5,,
On the evaluation of agent behaviors,"Mali, AD",2003,ARTIFICIAL INTELLIGENCE,10.1016/s0004-3702(02)00358-2,,
Effect of Attractive Appearance of Intelligent Agents on Acceptance of Uncertain Information,"Seong, YA; Narumi, T",2022,"HUMAN INTERFACE AND THE MANAGEMENT OF INFORMATION: APPLICATIONS IN COMPLEX TECHNOLOGICAL ENVIRONMENTS, THEMATIC AREA HIMI 2022 HELD AS PART OF HCII 2022, PT II",10.1007/978-3-031-06509-5_11,,
Thermodynamic Study of Crystal Growth Behavior Based on Structural Analysis of Chemical Bonds,"Zhang, X; Xie, H",2013,"PROGRESS IN MATERIALS AND PROCESSES, PTS 1-3",10.4028/www.scientific.net/amr.602-604.853,,
A Biomimetic Radar System for Autonomous Navigation,"Schouten, G; Steckel, J",2019,IEEE TRANSACTIONS ON ROBOTICS,10.1109/tro.2018.2889577,,
"OPERATOR INTERACTION, FOR TIME-DELAYED TELEOPERATION, WITH A BEHAVIOR-BASED CONTROLLER","STEIN, MR; PAUL, RP",1994,"1994 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION: PROCEEDINGS, VOLS 1-4",10.1109/robot.1994.350983,,
A behavior-based inverse kinematics algorithm to predict arm prehension postures for computer-aided ergonomic evaluation,"Wang, X",1999,JOURNAL OF BIOMECHANICS,10.1016/s0021-9290(99)00023-8,,
Emergent fluctuations in the trajectories of agent collectives,"Mathai, NJ; Zourntos, T",2007,FLUCTUATION AND NOISE LETTERS,10.1142/s0219477507004057,,
Amygdala and dorsomedial prefrontal cortex responses to appearance-based and behavior-based person impressions,"Baron, SG; Gobbini, MI; Engell, AD; Todorov, A",2011,SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE,10.1093/scan/nsq086,,
User online behavior based on big data distributed clustering algorithm,"Wang, Y",2020,INTERNATIONAL JOURNAL OF ADVANCED ROBOTIC SYSTEMS,10.1177/1729881420917293,,
